taxon_name,collection_no,strat_unit,country,stage,MAT_degC,MAP_cm,s_temp,s_precip
Scutellosaurus_lawleri,13279,Kayenta Formation (Silty Facies Member),USA,Pliensbachian,29.11801,1.86051,17.521,12.812273992
Scutellosaurus_lawleri,13279,Kayenta Formation (Silty Facies Member),USA,Pliensbachian,29.11801,1.86051,17.521,12.812273992
Scutellosaurus_lawleri,13280,Kayenta Formation (Silty Facies Member),USA,Pliensbachian,29.11801,1.86051,17.521,12.812273992
Scutellosaurus_lawleri,13280,Kayenta Formation (Silty Facies Member),USA,Pliensbachian,29.11801,1.86051,17.521,12.812273992
Massospondylus_carinatus,13326,"Elliot Formation (Upper), Forest Sandstone Formation, Clarens Formation",South Africa and Zimbabwe,Pliensbachian,14.62067,1.972346,40.15128,4.441834
Dilophosaurus_wetherilli,13409,Kayenta Formation (Silty Facies Member and Glen Canyon Group),USA,Pliensbachian,29.25336,1.964552,17.013090000000002,13.5895725
Dilophosaurus_wetherilli,13409,Kayenta Formation (Silty Facies Member and Glen Canyon Group),USA,Pliensbachian,29.25336,1.964552,17.013090000000002,13.5895725
Dilophosaurus_wetherilli,13410,Kayenta Formation (Silty Facies Member and Glen Canyon Group),USA,Pliensbachian,29.25336,1.964552,17.013090000000002,13.5895725
Dilophosaurus_wetherilli,13410,Kayenta Formation (Silty Facies Member and Glen Canyon Group),USA,Pliensbachian,29.25336,1.964552,17.013090000000002,13.5895725
Coelophysis_rhodesiensis,22663,"Forest Sandstone Formation, Nyamandhlovu Sandstones Formation, Elliot Formation (Upper)",Zimbabwe & South Africa,Sinemurian,29.77701,0.7877136,35.43551,5.7472385
Coelophysis_rhodesiensis,22663,"Forest Sandstone Formation, Nyamandhlovu Sandstones Formation, Elliot Formation (Upper)",Zimbabwe & South Africa,Sinemurian,29.77701,0.7877136,35.43551,5.7472385
Segisaurus_halli,25306,Navajo Sandstone Formation,USA,Toarcian,29.7742,1.451584,21.11221,10.4922302
Segisaurus_halli,25306,Navajo Sandstone Formation,USA,Toarcian,29.7742,1.451584,21.11221,10.4922302
Lesothosaurus_diagnosticus,28570,Elliot Formation (Upper),Lesotho,Sinemurian,17.9859,0.7684606,42.8675855,1.4539000000000002
Lesothosaurus_diagnosticus,28570,Elliot Formation (Upper),Lesotho,Sinemurian,17.9859,0.7684606,42.8675855,1.4539000000000002
Lesothosaurus_diagnosticus,28613,Elliot Formation (Upper),Lesotho,Sinemurian,18.38501,0.9815051,40.073853,4.2616121
Lesothosaurus_diagnosticus,28613,Elliot Formation (Upper),Lesotho,Sinemurian,18.38501,0.9815051,40.073853,4.2616121
Vulcanodon_karibaensis,34768,Forest Sandstone Formation,Zimbabwe,Sinemurian,29.42944,0.7556027,38.411803,5.6220037000000005
Vulcanodon_karibaensis,34768,Forest Sandstone Formation,Zimbabwe,Sinemurian,29.42944,0.7556027,38.411803,5.6220037000000005
Massospondylus_carinatus,34777,"Elliot Formation (Upper), Forest Sandstone Formation, Clarens Formation",South Africa and Zimbabwe,Pliensbachian,28.30185,1.500787,31.91876,11.70690832
Coelophysis_kayentakatae,35248,Kayenta Formation (Silty Facies Member),USA,Pliensbachian,29.11801,1.86051,17.521,12.812273992
Coelophysis_kayentakatae,35248,Kayenta Formation (Silty Facies Member),USA,Pliensbachian,29.11801,1.86051,17.521,12.812273992
Coelophysis_kayentakatae,35249,Kayenta Formation (Silty Facies Member),USA,Pliensbachian,29.11801,1.86051,17.521,12.812273992
Coelophysis_kayentakatae,35249,Kayenta Formation (Silty Facies Member),USA,Pliensbachian,29.11801,1.86051,17.521,12.812273992
Coelophysis_kayentakatae,35250,Kayenta Formation (Silty Facies Member),USA,Pliensbachian,29.11801,1.86051,17.521,12.812273992
Coelophysis_kayentakatae,35250,Kayenta Formation (Silty Facies Member),USA,Pliensbachian,29.11801,1.86051,17.521,12.812273992
Barapasaurus_tagorei,35268,Kota Formation (Lower),India,Pliensbachian,28.91748,3.280145,18.19257,13.060672
Barapasaurus_tagorei,35268,Kota Formation (Lower),India,Pliensbachian,28.91748,3.280145,18.19257,13.060672
Blikanasaurus_cromptoni,35295,Elliot Formation (Lower),South Africa,Rhaetian,17.4025,0.7935188,44.449152999999995,3.1092313000000003
Blikanasaurus_cromptoni,35295,Elliot Formation (Lower),South Africa,Rhaetian,17.4025,0.7935188,44.449152999999995,3.1092313000000003
Melanorosaurus_readi,36609,Elliot Formation (Lower),South Africa,Rhaetian,17.4025,0.7935188,44.449152999999995,3.1092313000000003
Melanorosaurus_readi,36609,Elliot Formation (Lower),South Africa,Rhaetian,17.4025,0.7935188,44.449152999999995,3.1092313000000003
Massospondylus_carinatus,36702,"Elliot Formation (Upper), Forest Sandstone Formation, Clarens Formation",South Africa and Zimbabwe,Pliensbachian,15.2345,0.9497582,41.122038,1.7984080000000002
Melanorosaurus_readi,36704,Elliot Formation (Lower),South Africa,Rhaetian,17.4025,0.7935188,44.449152999999995,3.1092313000000003
Melanorosaurus_readi,36705,Elliot Formation (Lower),South Africa,Rhaetian,17.4025,0.7935188,44.449152999999995,3.1092313000000003
Melanorosaurus_readi,36705,Elliot Formation (Lower),South Africa,Rhaetian,17.4025,0.7935188,44.449152999999995,3.1092313000000003
Eucnemesaurus_fortis,36733,Elliot Formation (Lower),South Africa,Rhaetian,17.69888,0.8091586,45.006498,1.760425
Eucnemesaurus_fortis,36733,Elliot Formation (Lower),South Africa,Rhaetian,17.69888,0.8091586,45.006498,1.760425
Plateosauravus_cullingworthi,36735,Elliot Formation (Lower),South Africa,Rhaetian,17.4025,0.7935188,44.449152999999995,3.1092313000000003
Plateosauravus_cullingworthi,36738,Elliot Formation (Lower),South Africa,Rhaetian,17.4025,0.7935188,44.449152999999995,3.1092313000000003
Plateosauravus_cullingworthi,36738,Elliot Formation (Lower),South Africa,Rhaetian,17.4025,0.7935188,44.449152999999995,3.1092313000000003
Massospondylus_carinatus,36741,"Elliot Formation (Upper), Forest Sandstone Formation, Clarens Formation",South Africa and Zimbabwe,Pliensbachian,14.62067,1.972346,40.15128,4.441834
Massospondylus_carinatus,36850,"Elliot Formation (Upper), Forest Sandstone Formation, Clarens Formation",South Africa and Zimbabwe,Pliensbachian,24.9126,0.2832672,46.175017,0.7291228000000001
Antetonitrus_ingenipes,39659,Elliot Formation (Upper),South Africa,Sinemurian,17.9859,0.7684606,42.8675855,1.4539000000000002
Antetonitrus_ingenipes,39659,Elliot Formation (Upper),South Africa,Sinemurian,17.9859,0.7684606,42.8675855,1.4539000000000002
Dracovenator_regenti,45530,Elliot Formation (Upper),South Africa,Sinemurian,21.98544,0.3881603,45.100742,0.3816977
Dracovenator_regenti,45530,Elliot Formation (Upper),South Africa,Sinemurian,21.98544,0.3881603,45.100742,0.3816977
Coelophysis_rhodesiensis,45531,"Forest Sandstone Formation, Nyamandhlovu Sandstones Formation, Elliot Formation (Upper)",Zimbabwe & South Africa,Sinemurian,21.98544,0.3881603,45.100742,0.3816977
Coelophysis_rhodesiensis,45531,"Forest Sandstone Formation, Nyamandhlovu Sandstones Formation, Elliot Formation (Upper)",Zimbabwe & South Africa,Sinemurian,21.98544,0.3881603,45.100742,0.3816977
Massospondylus_kaalae,47032,Elliot Formation (Upper),South Africa,Sinemurian,17.9859,0.7684606,42.8675855,1.4539000000000002
Massospondylus_kaalae,47032,Elliot Formation (Upper),South Africa,Sinemurian,17.9859,0.7684606,42.8675855,1.4539000000000002
Cryolophosaurus_ellioti,47135,Hanson Formation,Antarctica,Pliensbachian,5.577454,0.8829256,47.12485,1.3525120000000004
Cryolophosaurus_ellioti,47135,Hanson Formation,Antarctica,Pliensbachian,5.577454,0.8829256,47.12485,1.3525120000000004
Glacialisaurus_hammeri,47135,Hanson Formation,Antarctica,Pliensbachian,5.577454,0.8829256,47.12485,1.3525120000000004
Glacialisaurus_hammeri,47135,Hanson Formation,Antarctica,Pliensbachian,5.577454,0.8829256,47.12485,1.3525120000000004
Anchisaurus_polyzelus,47197,Portland Formation (Agawam Group),USA,Sinemurian,31.45929,2.496537,19.541659999999997,13.72598962
Anchisaurus_polyzelus,47197,Portland Formation (Agawam Group),USA,Sinemurian,31.45929,2.496537,19.541659999999997,13.72598962
Anchisaurus_polyzelus,47197,Portland Formation (Agawam Group),USA,Sinemurian,31.45929,2.496537,19.541659999999997,13.72598962
Anchisaurus_polyzelus,47197,Portland Formation (Agawam Group),USA,Sinemurian,31.45929,2.496537,19.541659999999997,13.72598962
Anchisaurus_polyzelus,47197,Portland Formation (Agawam Group),USA,Sinemurian,31.45929,2.496537,19.541659999999997,13.72598962
Anchisaurus_polyzelus,47197,Portland Formation (Agawam Group),USA,Sinemurian,31.45929,2.496537,19.541659999999997,13.72598962
Anchisaurus_polyzelus,47199,Portland Formation (Agawam Group),USA,Sinemurian,31.45929,2.496537,19.541659999999997,13.72598962
Anchisaurus_polyzelus,47199,Portland Formation (Agawam Group),USA,Sinemurian,31.45929,2.496537,19.541659999999997,13.72598962
Eucnemesaurus_fortis,36610,Elliot Formation (Lower),South Africa,Rhaetian,17.4025,0.7935188,44.449152999999995,3.1092313000000003
Eucnemesaurus_fortis,36610,Elliot Formation (Lower),South Africa,Rhaetian,17.4025,0.7935188,44.449152999999995,3.1092313000000003
Coelophysis_bauri,48422,Chinle Formation (Siltstone and Petrified Forest Members),USA,Rhaetian,33.436279999999996,0.9447011,8.498930000000001,6.0178133
Coelophysis_bauri,48422,Chinle Formation (Siltstone and Petrified Forest Members),USA,Rhaetian,33.436279999999996,0.9447011,8.498930000000001,6.0178133
Massospondylus_carinatus,48824,"Elliot Formation (Upper), Forest Sandstone Formation, Clarens Formation",South Africa and Zimbabwe,Pliensbachian,15.2345,0.9497582,41.122038,1.7984080000000002
Massospondylus_carinatus,48825,"Elliot Formation (Upper), Forest Sandstone Formation, Clarens Formation",South Africa and Zimbabwe,Pliensbachian,15.2345,0.9497582,41.122038,1.7984080000000002
Ngwevu_intloko,48826,Elliot Formation (Upper),South Africa,Sinemurian,19.84052,0.7205148,43.812102,0.900899
Ngwevu_intloko,48826,Elliot Formation (Upper),South Africa,Sinemurian,19.84052,0.7205148,43.812102,0.900899
Massospondylus_carinatus,48827,"Elliot Formation (Upper), Forest Sandstone Formation, Clarens Formation",South Africa and Zimbabwe,Pliensbachian,15.2345,0.9497582,41.122038,1.7984080000000002
Lycorhinus_angustidens,48828,Elliot Formation (Upper),South Africa,Sinemurian,19.84052,0.7205148,43.812102,0.900899
Lycorhinus_angustidens,48828,Elliot Formation (Upper),South Africa,Sinemurian,19.84052,0.7205148,43.812102,0.900899
Isanosaurus_attavipachi,48871,Nam Phong Formation (Upper),Thailand,Toarcian,25.64038,2.929558,31.040166000000003,5.9493220000000004
Isanosaurus_attavipachi,48871,Nam Phong Formation (Upper),Thailand,Toarcian,25.64038,2.929558,31.040166000000003,5.9493220000000004
Coelophysis_rhodesiensis,50823,"Forest Sandstone Formation, Nyamandhlovu Sandstones Formation, Elliot Formation (Upper)",Zimbabwe & South Africa,Sinemurian,29.77701,0.7877136,35.43551,5.7472385
Coelophysis_rhodesiensis,50823,"Forest Sandstone Formation, Nyamandhlovu Sandstones Formation, Elliot Formation (Upper)",Zimbabwe & South Africa,Sinemurian,29.77701,0.7877136,35.43551,5.7472385
Coelophysis_rhodesiensis,50824,"Forest Sandstone Formation, Nyamandhlovu Sandstones Formation, Elliot Formation (Upper)",Zimbabwe & South Africa,Sinemurian,29.77701,0.7877136,35.43551,5.7472385
Coelophysis_rhodesiensis,50824,"Forest Sandstone Formation, Nyamandhlovu Sandstones Formation, Elliot Formation (Upper)",Zimbabwe & South Africa,Sinemurian,29.77701,0.7877136,35.43551,5.7472385
Scutellosaurus_lawleri,51894,Kayenta Formation (Silty Facies Member),USA,Pliensbachian,29.11801,1.86051,17.521,12.812273992
Scutellosaurus_lawleri,51894,Kayenta Formation (Silty Facies Member),USA,Pliensbachian,29.11801,1.86051,17.521,12.812273992
Mussaurus_patagonicus,52015,Laguna Colorada Formation,Argentina,Rhaetian,14.67535,1.259567,35.138271180000004,7.4822316
Coelophysis_bauri,52498,Chinle Formation (Siltstone and Petrified Forest Members),USA,Rhaetian,35.030029999999996,0.7444038,6.948,5.30901626
Coelophysis_bauri,52498,Chinle Formation (Siltstone and Petrified Forest Members),USA,Rhaetian,35.030029999999996,0.7444038,6.948,5.30901626
Coelophysis_bauri,52498,Chinle Formation (Siltstone and Petrified Forest Members),USA,Rhaetian,35.030029999999996,0.7444038,6.948,5.30901626
Coelophysis_bauri,54167,Chinle Formation (Siltstone and Petrified Forest Members),USA,Rhaetian,35.030029999999996,0.7444038,6.948,5.30901626
Coelophysis_bauri,54168,Chinle Formation (Siltstone and Petrified Forest Members),USA,Rhaetian,33.436279999999996,0.9447011,8.498930000000001,6.0178133
Lesothosaurus_diagnosticus,48391,Elliot Formation (Upper),Lesotho,Sinemurian,17.9859,0.7684606,42.8675855,1.4539000000000002
Lesothosaurus_diagnosticus,48391,Elliot Formation (Upper),Lesotho,Sinemurian,17.9859,0.7684606,42.8675855,1.4539000000000002
Tazoudasaurus_naimi,56129,Toundoute Group,Morocco,Toarcian,29.87766,0.9752001,20.58557,4.3291696
Tazoudasaurus_naimi,56129,Toundoute Group,Morocco,Toarcian,29.87766,0.9752001,20.58557,4.3291696
Tazoudasaurus_naimi,56130,Toundoute Group,Morocco,Toarcian,29.87766,0.9752001,20.58557,4.3291696
Tazoudasaurus_naimi,56130,Toundoute Group,Morocco,Toarcian,29.87766,0.9752001,20.58557,4.3291696
Berberosaurus_liassicus,56130,Toundoute Group,Morocco,Toarcian,29.87766,0.9752001,20.58557,4.3291696
Berberosaurus_liassicus,56130,Toundoute Group,Morocco,Toarcian,29.87766,0.9752001,20.58557,4.3291696
Meroktenos_thabanensis,59291,Elliot Formation (Lower),South Africa,Rhaetian,17.4025,0.7935188,44.449152999999995,3.1092313000000003
Meroktenos_thabanensis,59291,Elliot Formation (Lower),South Africa,Rhaetian,17.4025,0.7935188,44.449152999999995,3.1092313000000003
Heterodontosaurus_tucki,59339,Clarens Formation and Elliot Formation (Upper),South Africa,Pliensbachian,15.2345,0.9497582,41.122038,1.7984080000000002
Sinosaurus_triassicus,66926,Lufeng Formation (Zhangjiawa and Shawan Members),China,Sinemurian,10.85016,1.638823,54.92191,1.543628
Sinosaurus_triassicus,66926,Lufeng Formation (Zhangjiawa and Shawan Members),China,Sinemurian,10.85016,1.638823,54.92191,1.543628
Yunnanosaurus_huangi,66926,Lufeng Formation (Zhangjiawa and Shawan Members),China,Sinemurian,10.85016,1.638823,54.92191,1.543628
Yunnanosaurus_huangi,66926,Lufeng Formation (Zhangjiawa and Shawan Members),China,Sinemurian,10.85016,1.638823,54.92191,1.543628
Dilophosaurus_wetherilli,35250,Kayenta Formation (Silty Facies Member and Glen Canyon Group),USA,Pliensbachian,29.11801,1.86051,17.521,12.812273992
Dilophosaurus_wetherilli,35250,Kayenta Formation (Silty Facies Member and Glen Canyon Group),USA,Pliensbachian,29.11801,1.86051,17.521,12.812273992
Abrictosaurus_consors,69695,Elliot Formation (Upper),Lesotho,Sinemurian,17.034,1.075592,43.235564700000005,1.879698
Abrictosaurus_consors,69695,Elliot Formation (Upper),Lesotho,Sinemurian,17.034,1.075592,43.235564700000005,1.879698
Lycorhinus_angustidens,69696,Elliot Formation (Upper),South Africa,Sinemurian,17.034,1.075592,43.235564700000005,1.879698
Lycorhinus_angustidens,69696,Elliot Formation (Upper),South Africa,Sinemurian,17.034,1.075592,43.235564700000005,1.879698
Lycorhinus_angustidens,36669,Elliot Formation (Upper),South Africa,Sinemurian,17.034,1.075592,43.235564700000005,1.879698
Lycorhinus_angustidens,36669,Elliot Formation (Upper),South Africa,Sinemurian,17.034,1.075592,43.235564700000005,1.879698
Sinosaurus_triassicus,71907,Lufeng Formation (Zhangjiawa and Shawan Members),China,Sinemurian,10.85016,1.638823,54.92191,1.543628
Sinosaurus_triassicus,71907,Lufeng Formation (Zhangjiawa and Shawan Members),China,Sinemurian,10.85016,1.638823,54.92191,1.543628
Eocursor_parvus,73887,Elliot Formation (Upper),South Africa,Sinemurian,17.9859,0.7684606,42.8675855,1.4539000000000002
Eocursor_parvus,73887,Elliot Formation (Upper),South Africa,Sinemurian,17.9859,0.7684606,42.8675855,1.4539000000000002
Dromomeron_romeri,62311,"Chinle Formation (Petrified Forest Member), Cooper Canyon Formation, Chinle Formation (Owl Creek Member)",USA,Rhaetian,33.436279999999996,0.9447011,8.498930000000001,6.0178133
Dromomeron_romeri,74202,"Chinle Formation (Petrified Forest Member), Cooper Canyon Formation, Chinle Formation (Owl Creek Member)",USA,Rhaetian,33.436279999999996,0.9447011,8.498930000000001,6.0178133
Dracovenator_regenti,75177,Elliot Formation (Upper),South Africa,Sinemurian,17.9859,0.7684606,42.8675855,1.4539000000000002
Dracovenator_regenti,75177,Elliot Formation (Upper),South Africa,Sinemurian,17.9859,0.7684606,42.8675855,1.4539000000000002
Aardonyx_celestae,47031,Elliot Formation (Upper),South Africa,Sinemurian,21.98544,0.3881603,45.100742,0.3816977
Aardonyx_celestae,47031,Elliot Formation (Upper),South Africa,Sinemurian,21.98544,0.3881603,45.100742,0.3816977
Pulanesaura_eocollum,76191,Elliot Formation (Upper),South Africa,Sinemurian,21.98544,0.3881603,45.100742,0.3816977
Pulanesaura_eocollum,76191,Elliot Formation (Upper),South Africa,Sinemurian,21.98544,0.3881603,45.100742,0.3816977
Massospondylus_carinatus,77055,"Elliot Formation (Upper), Forest Sandstone Formation, Clarens Formation",South Africa and Zimbabwe,Pliensbachian,15.2345,0.9497582,41.122038,1.7984080000000002
Yunnanosaurus_huangi,72091,Lufeng Formation (Zhangjiawa and Shawan Members),China,Sinemurian,10.85016,1.638823,54.92191,1.543628
Sinosaurus_triassicus,72091,Lufeng Formation (Zhangjiawa and Shawan Members),China,Sinemurian,10.85016,1.638823,54.92191,1.543628
Yunnanosaurus_huangi,78993,Lufeng Formation (Zhangjiawa and Shawan Members),China,Sinemurian,10.85016,1.638823,54.92191,1.543628
Sinosaurus_triassicus,78993,Lufeng Formation (Zhangjiawa and Shawan Members),China,Sinemurian,10.85016,1.638823,54.92191,1.543628
Heterodontosaurus_tucki,85486,Clarens Formation and Elliot Formation (Upper),South Africa,Pliensbachian,15.2345,0.9497582,41.122038,1.7984080000000002
Dromomeron_romeri,52498,"Chinle Formation (Petrified Forest Member), Cooper Canyon Formation, Chinle Formation (Owl Creek Member)",USA,Rhaetian,35.030029999999996,0.7444038,6.948,5.30901626
Seitaad_ruessi,94804,Navajo Sandstone Formation,USA,Toarcian,29.7742,1.451584,21.11221,10.4922302
Seitaad_ruessi,94804,Navajo Sandstone Formation,USA,Toarcian,29.7742,1.451584,21.11221,10.4922302
Barapasaurus_tagorei,97447,Kota Formation (Lower),India,Pliensbachian,28.91748,3.280145,18.19257,13.060672
Barapasaurus_tagorei,97447,Kota Formation (Lower),India,Pliensbachian,28.91748,3.280145,18.19257,13.060672
Sarahsaurus_aurifontanalis,98597,Kayenta Formation (Silty Facies Member),USA,Pliensbachian,29.11801,1.86051,17.521,12.812273992
Sarahsaurus_aurifontanalis,98597,Kayenta Formation (Silty Facies Member),USA,Pliensbachian,29.11801,1.86051,17.521,12.812273992
Ignavusaurus_rachelis,99624,Elliot Formation (Upper),Lesotho,Sinemurian,17.034,1.075592,43.235564700000005,1.879698
Leonerasaurus_taquetrensis,103445,Las Leoneras Formation (Upper),Argentina,Pliensbachian,18.23163,1.17821,39.927031,5.7642688
Daemonosaurus_chauliodus,48422,Chinle Formation (Siltstone Member),USA,Rhaetian,33.436279999999996,0.9447011,8.498930000000001,6.0178133
Daemonosaurus_chauliodus,48422,Chinle Formation (Siltstone Member),USA,Rhaetian,33.436279999999996,0.9447011,8.498930000000001,6.0178133
Leyesaurus_marayensis,131450,Quebrada del Barro Formation,Argentina,Rhaetian,20.52487,0.4813195,40.680026,2.5118199
Leyesaurus_marayensis,131450,Quebrada del Barro Formation,Argentina,Rhaetian,4.975311,0,5.1527709999999995,0
Heterodontosaurus_tucki,49394,Clarens Formation and Elliot Formation (Upper),South Africa,Pliensbachian,15.2345,0.9497582,41.122038,1.7984080000000002
Sinosaurus_triassicus,49773,Lufeng Formation (Zhangjiawa and Shawan Members),China,Sinemurian,10.85016,1.638823,54.92191,1.543628
Sinosaurus_triassicus,71803,Lufeng Formation (Zhangjiawa and Shawan Members),China,Sinemurian,10.85016,1.638823,54.92191,1.543628
Sinosaurus_triassicus,49773,Lufeng Formation (Zhangjiawa and Shawan Members),China,Sinemurian,10.85016,1.638823,54.92191,1.543628
Yunnanosaurus_huangi,49773,Lufeng Formation (Zhangjiawa and Shawan Members),China,Sinemurian,10.85016,1.638823,54.92191,1.543628
Yunnanosaurus_huangi,47081,Lufeng Formation (Zhangjiawa and Shawan Members),China,Sinemurian,11.93262,3.314892,47.34375,5.752542999999999
Sinosaurus_triassicus,59348,Lufeng Formation (Zhangjiawa and Shawan Members),China,Sinemurian,10.85016,1.638823,54.92191,1.543628
Sinosaurus_triassicus,49775,Lufeng Formation (Zhangjiawa and Shawan Members),China,Sinemurian,10.85016,1.638823,54.92191,1.543628
Sinosaurus_triassicus,49775,Lufeng Formation (Zhangjiawa and Shawan Members),China,Sinemurian,10.85016,1.638823,54.92191,1.543628
Eucnemesaurus_entaxonis,172834,Elliot Formation (Lower),South Africa,Rhaetian,17.4025,0.7935188,44.449152999999995,3.1092313000000003
Eucnemesaurus_entaxonis,172834,Elliot Formation (Lower),South Africa,Rhaetian,17.4025,0.7935188,44.449152999999995,3.1092313000000003
Mussaurus_patagonicus,179278,Laguna Colorada Formation,Argentina,Rhaetian,13.6879,1.116292,28.904996,6.5782183000000005
Massospondylus_carinatus,24755,"Elliot Formation (Upper), Forest Sandstone Formation, Clarens Formation",South Africa and Zimbabwe,Pliensbachian,27.23312,0.5540857,42.078402,4.3229593
Dromomeron_gigas,182613,Quebrada del Barro Formation,Argentina,Rhaetian,20.52487,0.4813195,40.680026,2.5118199
Lucianovenator_bonoi,182613,Quebrada del Barro Formation,Argentina,Rhaetian,20.52487,0.4813195,40.680026,2.5118199
Dromomeron_romeri,196354,"Chinle Formation (Petrified Forest Member), Cooper Canyon Formation, Chinle Formation (Owl Creek Member)",USA,Rhaetian,37.46384,0.7887796,5.391390000000001,5.3760685
Ledumahadi_mafube,196716,Elliot Formation (Upper),South Africa,Sinemurian,19.84052,0.7205148,43.812102,0.900899
Ledumahadi_mafube,196716,Elliot Formation (Upper),South Africa,Sinemurian,19.84052,0.7205148,43.812102,0.900899
Dromomeron_romeri,198618,"Chinle Formation (Petrified Forest Member), Cooper Canyon Formation, Chinle Formation (Owl Creek Member)",USA,Rhaetian,34.77591,0.5096018,6.232490000000002,3.86341038
Dromomeron_romeri,198618,"Chinle Formation (Petrified Forest Member), Cooper Canyon Formation, Chinle Formation (Owl Creek Member)",USA,Rhaetian,34.77591,0.5096018,6.232490000000002,3.86341038
Dromomeron_romeri,92089,"Chinle Formation (Petrified Forest Member), Cooper Canyon Formation, Chinle Formation (Owl Creek Member)",USA,Rhaetian,33.80762,1.031509,11.760470000000002,7.752307351
